TID,TH
TID_TUTORIAL_VALLEY_STEP4,คุณต้องการน้ำมันเพื่อขับรถ คุณจะได้รับน้ำมันในปริมาณสุ่มซึ่งจะแตกต่างกันไปในแต่ละวัน ลองดูสิ!
TID_TUTORIAL_VALLEY_STEP5,เยี่ยมไปเลย คุณสามารถหมุนวงล้อเพิ่มได้อีกเมื่อทำภารกิจที่กำหนดในฟาร์มของคุณในทุกๆ วัน
TID_TUTORIAL_VALLEY_STEP6,ตลอดการเดินทางครั้งใหม่นี้ คุณสามารถทำเควสต์ต่างๆ ในแต่ละวันเพื่อปลดล็อคกล่องปริศนา! มาลองดูกันดีกว่า
TID_TUTORIAL_VALLEY_STEP7,คุณสามารถมองเห็นเพื่อนบ้านและผู้เล่นคนอื่นๆ บนแผนที่ได้เช่นกัน จับไก่หรือส่งสัตว์จากเขตสงวนพันธุ์กับผู้เล่นคนอื่นๆ เพื่อเข้าถึงชั้นวางของพิเศษในร้านค้า
TID_TUTORIAL_VALLEY_STEP8,หากต้องการข้อมูลเพิ่มเติม แตะที่ปุ่มข้อมูล ตอนนี้ถึงเวลาสตาร์ทรถ พร้อมออกไปสนุกกับการเดินทางครั้งใหม่กันแล้ว!
TID_VALLEY_INFO_TITLE_1,ยินดีต้อนรับสู่หุบเขา!
TID_VALLEY_INFO_TITLE_2,ทุกอย่างเริ่มต้นที่น้ำมัน!
TID_VALLEY_INFO_TITLE_3,ทำอะไรในหุบเขาได้บ้าง?
TID_VALLEY_INFO_TITLE_4,เควสต์ส่วนตัวของคุณ!
TID_VALLEY_INFO_TITLE_5,ตามหาไก่!
TID_VALLEY_INFO_TITLE_6,ร้านค้าหุบเขา!
TID_VALLEY_INFO_TITLE_7,โทเคน!
TID_VALLEY_INFO_TITLE_8,ร่วมกันทำงานและช่วยเหลือซึ่งกันและกัน
TID_VALLEY_INFO_1,หุบเขาเปิดให้คุณแวะไปสำรวจเป็นครั้งคราว! และนี่เรียกว่าฤดูกาลเที่ยวหุบเขา\n\nเมื่อฤดูกาลเที่ยวหุบเขาเริ่มต้นขึ้น คุณสามารถขับรถกระบะไปรอบๆ แผนที่หุบเขาและทำตามคำขอของผู้คนที่อาศัยอยู่ที่นั่น คำขอมอบรางวัลเป็นโทเคน 3 สีแตกต่างกันไปซึ่งคุณสามารถนำมาแลกเป็นสินค้าต่างๆ ในร้านค้าหุบเขา ยิ่งเล่นไปเรื่อยๆ ของในร้านค้าก็จะมีมากขึ้นไปเรื่อยๆ ด้วยเช่นกัน\n\nทุกคนสามารถแวะไปที่หุบเขาได้โดยไม่จำเป็นต้องได้รับเลือก ผู้เล่นในละแวกบ้านเดียวกันจะถูกจัดอยู่ในกลุ่มเดียวกัน แต่คุณสามารถพบปะกับผู้เล่นคนอื่นๆ และมีเพื่อนใหม่ได้!
TID_VALLEY_INFO_2,ในการขับรถกระบะนั้นคุณจำเป็นต้องมีน้ำมัน โดยคุณจะสุ่มรับน้ำมันในปริมาณแตกต่างกันขึ้นอยู่กับการหมุนวงล้อ\n\nแตะที่ปุ่มน้ำมันด้านขวาล่างของหน้าจอหุบเขาและหมุนวงล้อ! ในแต่ละวันคุณจะหมุนวงล้อได้ฟรีหนึ่งครั้ง\n\nแท็บกิจกรรมดวงอาทิตย์จะใช้งานได้เมื่อคุณหมุนวงล้อแล้ว แท็บจะแสดงกิจกรรมสามอย่างแตกต่างกันไปที่คุณสามารถทำได้ที่ฟาร์มของคุณเพื่อเติมแถบดวงอาทิตย์ให้เต็ม เมื่อแถบเต็มแล้ว คุณจะสามารถหมุนวงล้อได้อีกครั้ง!
TID_VALLEY_INFO_3,หุบเขาเต็มไปด้วยจุดพักรถและอาคารต่างๆ อาคารจะส่งคำขอให้กับคุณซึ่งอาจจะเป็นคำขอสั่งสินค้าเพื่อขอซื้อสินค้าจากฟาร์มของคุณ หรือคำขอบริการส่งของเพื่อขอให้คุณส่งกล่องจากอาคารหลังหนึ่งไปยังอาคารอีกหลังหนึ่ง อาคารบางหลังยังมีคำขอสั่งสินค้าแบบกลุ่มซึ่งต้องการจำนวนผู้เล่นเฉพาะเจาะจงในการทำตามคำขอ การทำตามคำขอใดๆ ก็ตามจะมอบรางวัลเป็นโทเคนแบบสุ่มให้คุณเสมอ\n\nคำขอมีเวลาจำกัด และจะมีคำขอใหม่มาแทนที่เมื่อหมดเวลา ดังนั้นทำคำขอให้เสร็จก่อนเวลาจะหมดลง!\n\nบางครั้งจุดพักรถก็มีเซอร์ไพรส์รอคุณอยู่ คุณอาจจะพบกับสิ่งของแบบสุ่มอยู่ริมถนน หรือรถกระบะของคุณอาจเสียก็ได้! ผู้เล่นคนอื่นสามารถช่วยซ่อมรถของคุณ หรือคุณจะรอให้การจับเวลาซ่อมรถเสร็จสิ้นลงก็ได้เช่นกัน
TID_VALLEY_INFO_4,เควสต์ประจำวันคือเควสต์เล็กๆ ที่คุณสามารถทำให้เสร็จได้ในหุบเขา โดยมีให้เลือกทำหลากหลายแบบและรายการเควสต์จะรีเซ็ตใหม่ทุกวันหลังจากครบ 24 ชั่วโมง\n\nการทำเควสต์เสร็จจะช่วยเติมแถบซึ่งอยู่ด้านบนของหน้าต่างเควสต์ประจำวัน เมื่อแถบของคุณไปถึงกล่องปริศนา กล่องนั้นจะกลายเป็นของคุณ!\n\nบางครั้งก็มีไก่ปรากฏอยู่ในแถบเช่นกัน ดังนั้นทำเควสต์ประจำวันให้เสร็จเพื่อจับไก่! แต่รีบหน่อยนะ เพราะไก่จะหายไปเมื่อหมดวัน
TID_VALLEY_INFO_5,หาไก่ทั้งหมดเพื่อปลดล็อคชั้นวางของพิเศษในร้านค้าที่มีสินค้าชั้นเยี่ยมเมื่อฤดูกาลเที่ยวหุบเขาจบลง!\n\nคำขอสั่งสินค้าแบบกลุ่มจะมอบรางวัลให้กับผู้เล่นทุกคนเสมอเมื่อทำเสร็จ\n\nบางครั้งคุณอาจเห็นไก่บนแผนที่หุบเขาและในแถบเควสต์ประจำวัน\n\nในแผนที่ ไก่อาจจะปรากฏตัวอยู่ที่จุดพักรถ แต่รีบหน่อยนะเพราะมีเวลากำหนด และไก่จะหายไปเมื่อเวลาหมดลง\n\nหากไก่ปรากฏบนแถบเควสต์ประจำวัน คุณต้องทำเควสต์ประจำวันทั้งหมดให้เสร็จเพื่อจับไก่! ไก่จะหายไปเมื่อหมดวัน\n\nไก่คือทรัพยากรสำหรับกลุ่ม นั่นก็หมายความว่าไก่ทุกตัวที่ผู้เล่นจับได้จะมีประโยชน์สำหรับทุกคน! ดูจำนวนไก่ของคุณได้ที่ชั้นวางของพิเศษในร้านค้า\n\nอย่าลืมจับไก่เสมอนะ!
TID_VALLEY_INFO_6,ในแต่ละฤดูกาลเที่ยวหุบเขาจะมีร้านค้าหุบเขาที่คุณสามารถแลกเปลี่ยนสิ่งของด้วยโทเคนที่คุณได้มา\n\nร้านค้าจะมีชั้นวางของสองแบบได้แก่ ชั้นวางของปกติที่มีสิ่งของที่คุณสามารถใช้ได้ในฟาร์มได้ เช่น วัสดุการขยายที่ดิน ชิ้นส่วนภาพต่อ และใบอนุญาตขยายฟาร์ม อย่างไรก็ตาม คุณไม่สามารถแลกเปลี่ยนสิ่งของทั้งหมดได้พร้อมกัน สิ่งของจะปลดล็อคไปเรื่อยๆ เมื่อเวลาผ่านไป\n\nชั้นวางของพิเศษมีสินค้าคุณภาพเยี่ยมซึ่งสามารถปลดล็อคได้ต่อเมื่อผู้เล่นจับไก่ได้ครบทุกตัวแล้วเท่านั้น และสามารถซื้อสิ่งของพิเศษได้หลังฤดูกาลเที่ยวหุบเขาจบลงแล้ว\n\n\nบนแผนที่หุบเขา คุณสามารถเห็นสิ่งสำคัญๆ เช่น ไก่บนถนน คำขอแบบกลุ่ม หรือรถกระบะของผู้เล่นคนอื่นเสีย\n\nหากรถกระบะของผู้เล่นคนอื่นเสีย คุณสามารถซ่อมรถได้ด้วยการขับรถไปยังจุดพักรถนั้นๆ แล้วคุณจะได้รับโทเคนแบบสุ่มเพื่อตอบแทนความมีน้ำใจของคุณ!
TID_VALLEY_INFO_7,คุณจะได้รับโทเคนเมื่อทำตามคำขอจากอาคารในหุบเขา โดยจะมีโทเคนทั้งหมดสามสีได้แก่ แดง ฟ้า และเขียว\n\nกระเป๋าโทเคนมีความจุสูงสุดกำหนดอยู่ซึ่งคุณสามารถดูได้ที่ร้านค้าหุบเขา โทเคนทั้งสามสีจะนับรวมกัน และคุณจะไม่สามารถเก็บโทเคนได้อีกต่อไปเมื่อกระเป๋าเต็ม! คุณสามารถใช้โทเคนได้ที่ร้านค้าหุบเขาเพื่อเพิ่มพื้นที่กระเป๋า\n\nคุณยังมีกระปุกออมสินที่มีขีดจำกัดของตนเอง โดยคุณสามารถเปิดกระปุกออมสินเพื่อเก็บโทเคนเพิ่มได้\n\nคุณสามารถเห็นสินค้าในร้านค้าและจำนวนโทเคนที่ต้องใช้ได้ตั้งแต่ตอนเริ่มฤดูกาลเที่ยวหุบเขา จำราคาเหล่านี้ไว้เมื่อคุณต้องการเพิ่มพื้นที่ในกระเป๋า และดูให้แน่ใจว่าคุณมีโทเคนเหลือพอสำหรับสินค้าพิเศษด้วย!\n\nคุณสามารถใช้โทเคนได้ถึงแม้ฤดูกาลเที่ยวหุบเขาจะจบลงแล้ว ส่วนโทเคนที่คุณไม่ได้ใช้จะถ่ายโอนไปยังกระปุกออมสินเพื่อใช้ในฤดูกาลถัดไป!
TID_VALLEY_INFO_8,หุบเขาเป็นพื้นที่สนุกสนานให้คุณได้พบปะผู้คน! คุณสามารถเห็นสิ่งสำคัญๆ ในแผนที่หุบเขา เช่น ไก่บนถนน คำขอแบบกลุ่ม หรือรถกระบะของผู้เล่นคนอื่นเสีย\n\nหากรถกระบะของผู้เล่นคนอื่นเสีย คุณสามารถซ่อมรถได้ด้วยการขับรถไปยังจุดพักรถนั้นๆ แล้วคุณจะได้โทเคนแบบสุ่มเพื่อตอบแทนความมีน้ำใจของคุณ!\n\nการช่วยเหลือซึ่งกันและกันคือสิ่งสำคัญในการจับไก่ให้ครบและสนุกไปกับเกม!
TID_MASSGIFT_REACHED_LEVEL50_HEADER,เลเวล 50!
TID_MASSGIFT_REACHED_LEVEL50_TEXT,สวัสดี <NAME>! คุณถึงเลเวล 50 แล้ว! ยินดีด้วย! รับของตกแต่งสุดเลิศเป็นการขอบคุณสำหรับการสนับสนุน คำติชม และเหนืออื่นใด สำหรับการเล่น Hay Day!
TID_MASSGIFT_REACHED_LEVEL150_HEADER,เลเวล 150!
TID_MASSGIFT_REACHED_LEVEL150_TEXT,สวัสดี <NAME>! คุณถึงเลเวล 150 แล้ว! ยินดีด้วย! รับของตกแต่งสุดเลิศเป็นการขอบคุณสำหรับการสนับสนุน คำติชม และเหนืออื่นใด สำหรับการเล่น Hay Day!
TID_MASSGIFT_REACHED_LEVEL200_HEADER,เลเวล 200!
TID_MASSGIFT_REACHED_LEVEL200_TEXT,สวัสดี <NAME>! คุณถึงเลเวล 200 แล้ว! ยินดีด้วย! รับของตกแต่งสุดเลิศเป็นการขอบคุณสำหรับการสนับสนุน คำติชม และเหนืออื่นใด สำหรับการเล่น Hay Day!
TID_MASSGIFT_REACHED_LEVEL250_HEADER,เลเวล 250!
TID_MASSGIFT_REACHED_LEVEL250_TEXT,สวัสดี <NAME>! คุณถึงเลเวล 250 แล้ว! ยินดีด้วย! รับของตกแต่งสุดเลิศเป็นการขอบคุณสำหรับการสนับสนุน คำติชม และเหนืออื่นใด สำหรับการเล่น Hay Day!
TID_MASSGIFT_REACHED_LEVEL300_HEADER,เลเวล 300!
TID_MASSGIFT_REACHED_LEVEL300_TEXT,สวัสดี <NAME>! คุณถึงเลเวล 300 แล้ว! ยินดีด้วย! รับของตกแต่งสุดเลิศเป็นการขอบคุณสำหรับการสนับสนุน คำติชม และเหนืออื่นใด สำหรับการเล่น Hay Day!
TID_MASSGIFT_REACHED_LEVEL350_HEADER,เลเวล 350!
TID_MASSGIFT_REACHED_LEVEL350_TEXT,สวัสดี <NAME>! คุณถึงเลเวล 350 แล้ว! ยินดีด้วย! รับของตกแต่งสุดเลิศเป็นการขอบคุณสำหรับการสนับสนุน คำติชม และเหนืออื่นใด สำหรับการเล่น Hay Day!
TID_MASSGIFT_7THBIRTHDAY_ANNOUNCEMENT_TEXT,Hay Day อายุ 7 ปีแล้ว! เราตื่นเต้นที่จะได้ฉลองช่วงเวลานี้กับพวกคุณทุกคน ทุกวันเกิดต้องมีของขวัญ และนี่คือของตกแต่งเค้กสุดพิเศษที่คุณได้โหวตเลือก ขอบคุณที่เล่นเกมกับเรามาตลอดหลายปีนี้!
TID_VALLEY_SHOP_TITLE,ชั้นวางของปกติ
TID_VALLEY_EXCLUSIVE_SHOP_TITLE,ชั้นวางของพิเศษ
TID_MAP_GAME_DELIVERY_NODE_ALREADY_ACCEPTED,คุณกดรับบริการส่งของไปยังจุด <NUMBER> แล้ว!
TID_MAP_GAME_DUMP_TASK_ALREADY_COMPLETED,คุณทำคำขอสั่งสินค้าเสร็จเรียบร้อยแล้ว!
TID_MAP_GAME_SOCIAL_TASK_ALREADY_COMPLETED,คุณทำคำขอแบบกลุ่มนี้เสร็จแล้ว!
TID_MAP_GAME_SPEND_DIAMONDS_SPEEDUP_TASK,ใช้เพชร <NUMBER1> เม็ดเพื่อเร่งคำขอที่จุด <NUMBER2>
TID_MAP_GAME_FAILED_SPEND_DIAMONDS_SPEEDUP_TASK,ใช้เพชร <NUMBER1> เม็ดเพื่อเร่งคำขอที่จุด <NUMBER2> ไม่สำเร็จ
TID_MAP_GAME_SOCIAL_TASK_PLAYER_COUNT,ผู้เล่น <NUMBER1> คนจากทั้งหมด <NUMBER2> คนช่วยทำคำขอ
TID_MAP_GAME_SOCIAL_TASK_EXTRA_REWARD,ผู้เล่นต้องทำตามคำขอแบบกลุ่มนี้:
TID_MAP_GAME_NODE_INFO_TEXT,นี่คือคำขอจากจุด <NUMBER>
TID_MAP_GAME_SOCIAL_REWARD_COUNT,<COUNT>
TID_MAPGAME_CHICKEN_FOUND_AND_COLLECTED_DESCRIPTION,คุณจับไก่ได้!
TID_MAPGAME_SHOP_REWARDS_HUD_TITLE,ร้านค้าหุบเขา
TID_MAPGAME_SHOP_REWARDS_HUD_SOLD_OUT,สินค้าหมด!
TID_MAPGAME_SHOP_REWARDS_UNLOCKS_IN,ปลดล็อคใน <TIME>
TID_MAPGAME_OBSTACLE_MOVE_FAILED_TRUCK_BROKEN,ต้องซ่อมรถกระบะ!
TID_MAPGAME_OBSTACLE_MOVE_FAILED_COLLECT_REWARD,เก็บของเซอร์ไพรส์ริมถนนก่อน!
TID_MAP_GAME_SOCIAL_TASK_PLAYER_TOOLTIP_TITLE,<NAME>
TID_MAP_GAME_SOCIAL_TASK_PLAYER_TOOLTIP_DESCRIPTION,<NAME> ทำคำขอนี้เสร็จเรียบร้อยแล้ว!
TID_MAP_GAME_CANNOT_PURCHASE_SHOP_REWARD_NOT_ENOUGH_COINS,โทเคนไม่เพียงพอ! ทำคำขอเพื่อรับโทเคนเพิ่มเติม
TID_MAP_GAME_CANNOT_PURCHASE_SHOP_REWARD_NOT_UNLOCKED,ยังไม่สามารถซื้อรางวัลได้!
TID_MAP_GAME_CANNOT_PURCHASE_SHOP_REWARD_REWARD_ALREADY_PURCHASED,ซื้อรางวัลนี้แล้ว!
TID_MAPGAME_OBSTACLE_TRAVEL_HERE_TO_HELP,ขับรถมาที่นี่เพื่อช่วยซ่อม!
TID_MAPGAME_OBSTACLE_ID_INFO,มีสิ่งกีดขวางที่จุด <NODEID>
TID_MAPGAME_HELP_RECEIVED_DESCRIPTION,ชาวไร่ผู้เป็นมิตรได้ช่วยซ่อมรถกระบะของคุณ!
TID_MAPGAME_SHOP_REWARDS_TIER_2_AVAILABLE_TEXT,ชั้นวางของพิเศษเปิดแล้ว!
TID_MAPGAME_SHOP_REWARDS_TIER_2_INFO_TEXT,คุณสามารถซื้อสินค้าที่ชั้นวางของพิเศษได้เมื่อฤดูกาลเที่ยวหุบเขานี้จบลง
TID_MAPGAME_SHOP_REWARDS_TIER_2_DID_NOT_REACH_CHICKEN_GOAL,จับไก่ได้ไม่เพียงพอ ชั้นวางของพิเศษไม่เปิดให้บริการ
TID_MAPGAME_SHOP_REWARDS_CONFIRM_PURCHASE_POPUP_TITLE,ยืนยันการซื้อ
TID_MAPGAME_SHOP_REWARDS_CONFIRM_PURCHASE_BTN,ยืนยัน
TID_MAPGAME_SHOP_REWARDS_CANCEL_PURCHASE_BTN,ยกเลิก
TID_MAP_GAME_SUNPOINTS_TASK_TRUCK_ORDER_ONE,ทำคำสั่งซื้อทางรถกระบะเสร็จหนึ่งครั้ง
TID_MAP_GAME_SUNPOINTS_TASK_TRUCK_ORDER,ทำคำสั่งซื้อทางรถกระบะให้เสร็จ
TID_MAP_GAME_SUNPOINTS_TASK_BOAT_ORDER_ONE,เติมลังเรือหนึ่งลัง
TID_MAP_GAME_SUNPOINTS_TASK_BOAT_ORDER,เติมลังเรือ
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_ANY,ให้อาหารสัตว์ในฟาร์ม
TID_MAP_GAME_SUNPOINTS_TASK_CATCH_FISH_ONE,จับปลาหนึ่งตัว
TID_MAP_GAME_SUNPOINTS_TASK_CATCH_FISH,จับปลา
TID_MAP_GAME_SUNPOINTS_PRODUCE_LURES_ONE,ผลิตเหยื่อล่อปลาหนึ่งอัน
TID_MAP_GAME_SUNPOINTS_PRODUCE_LURES,ผลิตเหยื่อล่อปลา
TID_MAP_GAME_SUNPOINTS_USE_NETS_ONE,วางตาข่ายจับปลาหรือตาข่ายปริศนาหนึ่งอันในทะเลสาบ
TID_MAP_GAME_SUNPOINTS_USE_NETS,วางตาข่ายจับปลาหรือตาข่ายปริศนาในทะเลสาบ
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKSLOBSTERS_ONE,วางกับดักเป็ดหรือกับดักล็อบสเตอร์หนึ่งอันในทะเลสาบ
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKSLOBSTERS,วางกับดักเป็ดหรือกับดักล็อบสเตอร์ในทะเลสาบ
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_HARD_ONE,ทำภารกิจแข่งม้าที่มีแต้ม 235 แต้มหรือมากกว่าเสร็จหนึ่งภารกิจ
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_HARD,ทำภารกิจแข่งม้าที่มีแต้ม 235 แต้มหรือมากกว่าให้เสร็จ
TID_MAP_GAME_TASK_CHICKEN_TITLE,เจอไก่แล้ว!
TID_MAP_GAME_TASK_CHICKEN_DESCRIPTION,เจอไก่บนถนน! รีบจับก่อนมันจะหนีไป!
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_EXCAVATE_ORE,ขุดแร่จากเหมือง
TID_MAP_GAME_SUNPOINTS_TASK_PLANT,ปลูกพืชผลชนิดใดก็ได้
TID_DECO_LOLLYCAKE,เค้กอมยิ้ม
TID_DECO_VEGGIECAKE,เค้กพืชผัก
TID_DECO_BIRDCAKE,เค้กนกยูง
TID_DECO_PIGRIDER,รูปปั้นไก่ขี่หมู
TID_DECO_LEVEL50,รูปปั้นเกร็กทองคำ
TID_DECO_LEVEL150,น้ำพุเป็ดทองคำ
TID_DECO_LEVEL200,ภาพวาดหมูดีเด่น
TID_DECO_LEVEL250,โรงละครฟาร์ม
TID_DECO_LEVEL300,รูปปั้นฟาร์มทองคำ
TID_DECO_RAMTABLE,โต๊ะกลางทะเลทราย
TID_DECO_RAMTENT,กระโจมกลางทะเลทราย
TID_DECO_RAMFOUNTAIN,น้ำพุกลางทะเลทราย
TID_DECO_BOARDGAME_CAR,รถยนต์หุบเขา
TID_DECO_BOARDGAME_BALLOON,บอลลูนหุบเขา
TID_DECO_BOARDGAME_BOAT,เรือหุบเขา
TID_DECO_BOARDGAME_PLANE,เครื่องบินหุบเขา
TID_DECO_BOARDGAME_TRAIN,รถไฟหุบเขา
TID_DECO_BOARDGAME_VESPA,รถสกู๊ตเตอร์หุบเขา
TID_DECO_DECO_SUNDIAL,นาฬิกาแดด
TID_DECO_DERBY_HORSESHOE,เกมโยนเกือกม้า
TID_DECO_DERBY_GUITAR,กองฟางและกีตาร์
TID_DECO_DERBY_POST,รั้วโคบาล
TID_DECO_DERBY_HAYBALE,กองฟางคู่
TID_DECO_RAMFENCE,กำแพงกลางทะเลทราย
TID_DECO_RAMADAN_DESCRIPTION,ของตกแต่งในทะเลทรายสุดพิเศษ
TID_DECO_BOARDGAME_DESCRIPTION,ของตกแต่งหุบเขาสุดพิเศษ
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_WHEAT,ปลูกข้าวสาลี
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CORN,ปลูกข้าวโพด
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_SOYBEAN,ปลูกถั่วเหลือง
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_SUGARCANE,ปลูกอ้อย
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CARROT,ปลูกแครอท
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_INDIGO,ปลูกคราม
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_PUMPKIN,ปลูกฟักทอง
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_COTTON,ปลูกฝ้าย
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_CHILI,ปลูกพริก
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_TOMATO,ปลูกมะเขือเทศ
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_STRAWBERRY,ปลูกสตรอว์เบอร์รี
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_POTATO,ปลูกมันฝรั่ง
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_RICE,ปลูกข้าว
TID_MAP_GAME_SUNPOINTS_TASK_PLANT_LETTUCE,ปลูกผักกาด
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_CHICKEN,ให้อาหารไก่
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_COW,ให้อาหารวัว
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_SHEEP_ONE,ให้อาหารแกะหนึ่งตัว
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_SHEEP,ให้อาหารแกะ
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_PIG_ONE,ให้อาหารหมูหนึ่งตัว
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_PIG,ให้อาหารหมู
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_GOAT_ONE,ให้อาหารแพะหนึ่งตัว
TID_MAP_GAME_SUNPOINTS_TASK_FEED_ANIMAL_GOAT,ให้อาหารแพะ
TID_MAP_GAME_SUNPOINTS_CATCH_LOBSTERS_ONE,วางกับดักล็อบสเตอร์หนึ่งอันในทะเลสาบ
TID_MAP_GAME_SUNPOINTS_CATCH_LOBSTERS,วางกับดักล็อบสเตอร์ในทะเลสาบ
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKS_ONE,วางกับดักเป็ดหนึ่งอันในทะเลสาบ
TID_MAP_GAME_SUNPOINTS_CATCH_DUCKS,วางกับดักเป็ดในทะเลสาบ
TID_DECO_LEVEL50_DESCRIPTION,ของตกแต่งพิเศษเลเวล 50
TID_DECO_LEVEL150_DESCRIPTION,ของตกแต่งพิเศษเลเวล 150
TID_DECO_LEVEL200_DESCRIPTION,ของตกแต่งพิเศษเลเวล 200
TID_DECO_LEVEL250_DESCRIPTION,ของตกแต่งพิเศษเลเวล 250
TID_DECO_LEVEL300_DESCRIPTION,ของตกแต่งพิเศษเลเวล 300
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_ANY_ONE,ทำภารกิจแข่งม้าเสร็จหนึ่งภารกิจ
TID_MAP_GAME_SUNPOINTS_DERBY_TASK_ANY,ทำภารกิจแข่งม้าให้เสร็จ
TID_MAPGAME_DELIVERY_NODE_ACCEPTED_DESCRIPTION,ขอบคุณ! เพื่อนของฉันกำลังรอของชิ้นนี้อยู่
TID_MAPGAME_DELIVERY_NODE_DESTINATION_DESCRIPTION,ฉันรอรับของไม่ไหวแล้ว!
TID_MAPGAME_SHOP_REWARDS_HUD_NOT_AVAILABLE,ไม่สามารถซื้อรางวัลได้!
TID_MAP_GAME_WAIT_FOR_NEXT_VALLEY_SEASON,ฤดูกาลเที่ยวหุบเขาจบลงแล้ว โปรดแวะกลับมาใหม่สำหรับฤดูกาลเที่ยวหุบเขาถัดไป!
TID_MAPGAME_COMING_SOON,ไปให้ถึงเลเวล <LEVEL> เพื่อปลดล็อคหุบเขา!
TID_MAP_GAME_ENDED_CLAIM_REWARDS,ฤดูกาลเที่ยวหุบเขาจบลงแล้ว! ใช้โทเคนของคุณตอนนี้! คุณสามารถเปิดกระปุกออมสินเพื่อซื้อรางวัลได้มากกว่าเดิม!
TID_MAPGAME_SHOP_REWARDS_PENDING_POPUP_TITLE,ฤดูกาลจบลงแล้ว!
TID_MAPGAME_SHOP_REWARDS_PENDING_POPUP_BUTTON,ตกลง
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_TITLE,ฤดูกาลจบลงแล้ว!
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_TEXT,คุณไม่สามารถซื้อของได้อีก โทเคนที่ไม่ได้ใช้จะไม่ส่งต่อไปยังฤดูกาลถัดไป แตะ \qตกลง\q เพื่อทิ้งโทเคน
TID_MAPGAME_SHOP_REWARDS_ALL_REWARDS_CLAIMED_POPUP_BUTTON,ตกลง
TID_FEATURE_VALLEY,หุบเขา
TID_DECO_PIGRIDER_DESCRIPTION,ของตกแต่งพิเศษจาก Supercell ID
TID_DECO_PIGRIDER_LOCKED,ล็อกอิน Supercell ID เพื่อปลดล็อค!
TID_MAPGAME_BOOSTER_PACK,บูสเตอร์ 5 ดาว x3
TID_MAP_GAME_TASK_SOCIAL_DUMP_TITLE,คำขอสั่งสินค้าแบบกลุ่ม!
TID_MAP_GAME_PAUSED_TITLE,หุบเขาหยุดชั่วคราว!
TID_MAP_GAME_PAUSED_ERROR_TEXT,ฤดูกาลเที่ยวหุบเขาหยุดชั่วคราว ถึงแม้ตอนนี้เราจะงงเป็น \qไก่\q ตาแตกเพราะสินค้าที่หายไป แต่เราจะรีบหาให้เร็วที่สุดเท่าที่จะทำได้ โปรดกลับมาอีกครั้งในภายหลัง
TID_MAP_GAME_PAUSED_ERROR_EXTRA_TEXT,โปรดกลับมาอีกครั้งเร็วๆ นี้!
TID_MAP_GAME_PAUSED_NO_EVENT,ฤดูกาลเที่ยวหุบเขาจบลงแล้ว!
TID_MAP_GAME_PAUSED_NEXT_EVENT_START,ฤดูกาลเที่ยวหุบเขาถัดไปจะเริ่มใน: <TIME>
TID_MAP_GAME_PAUSED_EXTRA_TEXT,โปรดกลับมาอีกครั้งเร็วๆ นี้!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_TITLE,ฤดูกาลจบลงแล้ว!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_DESCRIPTION,ฤดูกาลเที่ยวหุบเขาจบลงแล้ว! โทเคนที่ไม่ได้ใช้จะไม่ส่งต่อไปยังฤดูกาลถัดไป รีบใช้ตอนนี้เลย!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_EXCLUSIVE_SHOP_OPEN_TEXT,ชั้นวางของพิเศษในร้านค้าเปิดแล้ว!
TID_MAPGAME_SHOP_REWARDS_SPEND_TOKENS_EXCLUSIVE_SHOP_CLOSED_TEXT,ชั้นวางของพิเศษในร้านค้าปิดอยู่!
