TID,ID
TID_CRATES_BUNTING_GREEN,Berlapis hijau
TID_CRATES_BUNTING_BLUE,Berlapis biru
TID_CRATES_WOOD05_TARP_YELLOW,Berbingkai kuning
TID_CRATES_WOOD05_TARP_SALMON,Berbingkai oranye
TID_CRATES_WOOD05_TARP_GREEN,Berbingkai hijau
TID_CRATES_WOOD05_TARP_VINTAGE,Berbingkai pastel
TID_CRATES_WOOD05_TARP_OLIVE,Berbingkai zaitun
TID_CRATES_ORIGINAL_GREEN,Kayu hijau
TID_CRATES_ORIGINAL_BLUEDARK,Kayu gelap
TID_CRATES_ORIGINAL_PURPLE,Kayu ungu
TID_MARQUEES_ORIGINAL_PINKYELLOW,Cerah bergaris
TID_MARQUEES_ORIGINAL_BLUEYELLOW,Kuning bergaris
TID_MARQUEES_ORIGINAL_ORANGEWHITE,Oranye bergaris
TID_MARQUEES_ORIGINAL_PURPLEBLUE,Gelap bergaris
TID_MARQUEES_ORIGINAL_GREENS,Hijau bergaris
TID_MARQUEES_ORIGINAL_REDWHITE,Bergaris otentik
TID_MARQUEES_RAINBOW,Pelangi
TID_MARQUEES_RAINBOW02,Pelangi gelap
TID_MARQUEES_STRAW_YELLOW,Jerami kuning
TID_MARQUEES_STRAW1_PINK,Jerami merah muda
TID_MARQUEES_STRAW1_GREEN,Jerami gelap
TID_MARQUEES_STRAW1_DARK,Jerami segar
TID_MARQUEES_TILES_BLACK,Hitam halus
TID_MARQUEES_TILES01_PURPLE,Ungu halus
TID_MARQUEES_TILES01_KINDARED,Merah halus
TID_MARQUEES_TILES01_GREEN,Hijau halus
TID_MARQUEES_TILES01_BLUE,Biru halus
TID_MARQUEES_UMBRELLA01_RED,Payung merah
TID_MARQUEES_UMBRELLA01_BLUE,Payung biru
TID_MARQUEES_UMBRELLA01_GREEN,Payung hijau
TID_MARQUEES_UMBRELLA01_BLUPLE,Payung ungu
TID_MARQUEES_UMBRELLA01_BRIGHT,Payung cerah
TID_MARQUEES_UMBRELLA01_YELLOW,Payung kuning
TID_MARQUEES_UMBRELLA01_BARBIE,Payung merah muda
TID_MARQUEES_WOOD02_PLANKS_KINDARED,Kayu merah
TID_MARQUEES_WOOD02_PLANKS_GREEN,Kayu hijau
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,Kayu ungu
TID_MARQUEES_WOOD02_PLANKS_BLACK,Kayu hitam
TID_MARQUEES_WOOD02_PLANKS_BLUE,Kayu biru
TID_MARQUEES_WOOD02_PLANKS_BROWN,Kayu cokelat
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,Kayu cerah
TID_MARQUEES_WOOD01_PLANKS_DARK,Papan gelap
TID_MARQUEES_WOOD01_BROWN,Papan
TID_MARQUEES_SANCTUARY_YELLOW,Kanvas kuning
TID_MARQUEES_SANCTUARY_PINK,Kanvas merah muda
TID_MARQUEES_SANCTUARY_VINTAGE,Kanvas pastel
TID_MARQUEES_SANCTUARY_OLIVE,Kanvas hijau zaitun
TID_MARQUEES_BUNTING_RED,Bendera merah
TID_MARQUEES_BUNTING_PINK,Bendera merah muda
TID_MARQUEES_BUNTING_YELLOWBLUE,Bendera kuning
TID_MARQUEES_BUNTING_BLUE,Bendera biru
TID_FEATURE_BUILDER,Tukang
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,Hubungi Dukungan
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,Batal
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,Batal
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,Gaya festival
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,Gaya desa
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,Gaya pelangi
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,Gaya pastel
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,Gaya pasar
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,Tanda minta tolong telah dipasang. Minta temanmu untuk menghidupkan kembali!
TID_CUSTOMIZE_TITLE_VISITING,Kustomisasi
TID_TOWNHALL_SETTINGS_TITLE,Setelan
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,Urutan Sortir Tab SEMUA
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,Urutan Sortir Tab DIAM
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,Urutan Sortir Tab MELAYANI
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,Urutan Sortir Tab SIAP
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,Urutan Sortir Tab MENUNGGU
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,"Melayani, berdasarkan sisa waktu"
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,Berdasarkan jumlah bangunan tersisa
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,Berdasarkan jenis bangunan
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,Berdasarkan tipe orang kota
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,Selesaikan setidaknya satu tugas lomba untuk mengeklaim hadiahmu saat lomba berakhir!
TID_DERBY_REWARDS_BUTTON_DISMISS,Oke
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,Selesaikan setidaknya satu tugas lomba untuk mengeklaim hadiah!
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,Lingkunganmu masuk 3 besar! Lingkunganmu menyelesaikan tugas dan mendapatkan hadiah besar. Selesaikan setidaknya satu tugas di lomba selanjutnya agar berhak mengeklaim hadiah 3 besar!
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,Oke
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,Kotak alat pancing penuh! Kunjungi area memancing dan perbesar kapasitasnya dengan meningkatkannya.
TID_TACKLE_BOX_FULL_BUTTON,Oke
TID_NEIGHBORHOOD_EDIT_TAGS,Edit tagar
TID_NHSEARCH_TAGCOUNT,<SELECTED> dari <MAX> tagar dipilih
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,Oke
TID_NHRECOMMENDED_TITLE,Gabung dengan Lingkungan
TID_NHRECOMMENDED_INFO1,"Ngobrol, dagang, dan main di lomba sesama petani!"
TID_NHRECOMMENDED_DESC,Cara paling asyik untuk bermain!
TID_NHEDIT_TITLEMOTTO,Deskripsi:
TID_NHEDIT_MOTODESC,Hanya ditampilkan di halaman info Lingkungan dan di rekomendasi
TID_NHEDIT_TITLEDESC,Info ekstra:
TID_NHEDIT_DESCDESC,Hanya ditampilkan di halaman info Lingkungan.
TID_NHEDIT_TAGTITLE,Tagar Lingkungan:
TID_NH_TAGCLOUD_TITLE,Pilih tagar
TID_NH_TAGCLOUD_DESC,Tambahkan tagar agar Lingkunganmu lebih mudah ditemukan!
TID_NHSEARCH_MEMBERS,Anggota
TID_NAME_YOUR_PET,Beri nama hewan peliharaan ini
TID_NAME_YOUR_PET_FAILED,NAMA TIDAK VALID!
TID_NHPAGE_TITLE_DESC,Info ekstra:
TID_NHSEARCH_JOINTYPE,Jenis lingkungan
TID_NHSEARCH_LANGUAGE,Bahasa obrolan
TID_NHSEARCH_DERBYLEAGUE,Liga lomba
TID_NHSEARCH_TAGS,Tagar
TID_ADVANCED_SEARCH,Opsi lanjutan
TID_NH_INFO_MEMBERS,Anggota
TID_NH_INFO_TYPE,Tipe Gabung
TID_NH_INFO_REQUIRED_LEVEL,Level yang diperlukan
TID_NH_INFO_LANGUAGE,Bahasa
TID_NH_INFO_DERBYLOG,Log lomba
TID_NH_INFO_DERBYLEAGUE,Liga lomba
TID_POPUPCATALOG_BUYBACK_TITLE,Pasang <PART>?
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,Bangun kembali
TID_CATALOG_BUYBACK,Bangun kembali
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM> sudah terpasang!
TID_FLOATER_BUILDER_ARRIVES_IN,Tukang tiba dalam <TIME>
TID_LEAGUE_ANY,Bebas
TID_LANGUAGE_ANY,Bebas
TID_JOINTYPE_ANY,Bebas
TID_NEIGHBORHOOD_TAB_INFO,Info
TID_NEIGHBORHOOD_TAB_SEARCH,Cari
TID_NEIGHBORHOOD_TAB_CREATE,Buat
TID_NEIGHBORHOOD_TAB_TROPHIES,Trofi
TID_NEIGHBORHOOD_TAB_MEMBERS,Anggota
TID_NEIGHBORHOOD_TAB_RECOMMENDED,Direkomendasikan
TID_NHSEARCH_PROMPT,Cari berdasarkan nama atau tagar Lingkungan
TID_NHTAG_CHATTY,Cerewet
TID_NHTAG_QUIET,Diam
TID_NHTAG_INTERNATIONAL,Internasional
TID_NHTAG_DERBYFOCUSED,Fokus Lomba
TID_NHTAG_DERBYCASUAL,Lomba Santai
TID_NHTAG_DERBY320,Lomba: Hanya 320
TID_NHTAG_LOVESTOWN,Pemain kota
TID_NHTAG_HELPERS,Pembantu
TID_NHTAG_TRADERS,Pedagang
TID_ACCOUNT_DELETION_WARNING_TEXT,Kamu telah meminta agar akun ini dihapus. Sisa waktumu <TIME> untuk membatalkan penghapusan.
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,"Pilih opsi lanjutan untuk menyaring berdasarkan bahasa, liga lomba atau tagar"
TID_JOINTYPE_ONLY_JOINABLE,Hanya yang aku bisa gabung
TID_NHTAG_DERBYANY,Lomba: Tugas apa saja
TID_NHTAG_FUN,Menyenangkan
TID_NHTAG_ACTIVE,Aktif
TID_NHTAG_COMPETITIVE,Kompetitif
TID_MINT,Mint
TID_WATERMELON,Semangka
TID_BELLPEPPER,Paprika
TID_PLUMTREE,Pohon Plum
TID_PLUM,Plum
TID_PRODUCT_VEGGIEDIPS,Lalapan
TID_PRODUCT_MINTICECREAM,Es krim mint
TID_PRODUCT_PEPPERSOUP,Sup paprika
TID_PRODUCT_MINTTEA,Teh mint
TID_PRODUCT_WATERMELONLEMONADE,Jus semangka
TID_PRODUCT_PLUMJAM,Selai plum
TID_PRODUCT_PLUMSMOOTHIE,Smoothie plum
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,Teks tidak valid!
TID_DECO_AXESTUMP,Tunggul kapak
TID_DECO_WITCHCAT,Patung kucing penyihir
TID_DECO_PRODUCECRATES,Peti hasil produksi
TID_DECO_RAKE,Garu
TID_DECO_LEAFPILE,Gundukan daun
TID_DECO_MUSHROOMPATH,Jalan jamur
TID_DECO_BEACHSIGN,Papan tanda pantai
TID_DECO_COOLER,Kotak Pendingin
TID_DECO_FISHFLOATIE,Pelampung ikan
TID_DECO_SANDPATH,Jalan berpasir
TID_DECO_SURFBOARDFENCE,Pagar papan selancar
TID_DECO_PINWHEEL,Kincir mainan
TID_DECO_DECOH,Dekorasi H
TID_DECO_DECOA,Dekorasi A
TID_DECO_DECOY,Dekorasi Y
TID_DECO_DECOD,Dekorasi D
TID_DERBY_BLOSSOM_TASK_TITLE,Tugas berbunga
TID_DERBY_BLOSSOM_TASK_DESC,Tugas ini akan kembali ke papan dengan poin ekstra saat kamu menyelesaikannya!
TID_ADD_MORE_NH_MEMBERS_DETAILS,Undang yang lainnya bergabung dan pastikan tagar lingkunganmu diperbarui agar petani lain bisa menemukannya!
TID_ADD_NH_MEMBERS_PROMPT,"Makin banyak orang, lingkungan makin asyik!"
TID_NHINFO_TAGTITLE,Tagar Lingkungan:
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,Perbarui Hay Day untuk menghubungi dukungan
TID_CATALOG_BUYBACK_INSTALLED,Saat ini terpasang
TID_PLUM_TREE_FB_HELP_TEXT,Pohon plumku perlu segera disirami. Bisakah kamu membantu?
TID_PRODUCT_PLUM_DESCRIPTION,Ambil dari Pohon Plum
TID_TREE_PLUMTREE_DESCRIPTION,Panen tiga kali
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,Tugas ini sudah pernah kamu ambil. Mintalah tetangga untuk menyelesaikannya.
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,Barang ini adalah bagian dari suatu gaya. Periksa Buku gaya untuk detailnya!
TID_NH_INFO_TYPE_SHORT,Tipe
TID_BOOSTER_MORE_CASH,Lebih Banyak Koin
TID_BOOSTER_DESCRIPTION_MORE_CASH,"Pengunjung Pertanian, Pesanan Truk, dan Pesanan Kota memberikan <NUMBER>% lebih banyak Koin selama <TIME> jam berikutnya"
TID_BOOSTER_HEAVIER_FISH,Ikan Berbobot
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,Memancing memberikan <NUMBER>% ikan dengan bobot yang lebih berat selama <TIME> jam ke depan.
TID_BOOSTER_MINING_MORE_ORES,Lebih Banyak Bijih
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,"Untuk <TIME> menit ke depan, setiap alat tambang akan memberikan <NUMBER> bijih lebih banyak saat menambang."
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,Obral bersih-bersih!
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,Saatnya mendekorasi ulang! Pengunjung pertanianmu ingin membeli dekorasi selama acara ini. Taruh dekorasi yang tidak kamu inginkan di penyimpanan dan mulailah menjual!
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,Pemberitahuan Toko
TID_NEIGHBORHOOD_DERBY,Lomba Lingkungan
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,<ONLINE> dari <MAX> tetangga sedang online
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM> membantu pengunjungmu!
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,Seseorang membantu pengunjungmu!
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,Kota milikku perlu bantuan!
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,"Untuk <TIME> menit ke depan, setiap alat tambang akan memberikan bijih <NUMBER> lebih banyak saat menambang."
TID_BODY_RUSTY_YELLOW,Kuning berkarat
TID_BODY_RUSTY_RED,Merah berkarat
TID_BODY_RUSTY_BLUE,Biru berkarat
TID_BODY_RUSTY_PINK,Merah muda berkarat
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,Sedikit lagi! Silakan kembali lagi dalam <NUMBER> hari untuk membuka hadiah ini.
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,Kotak hadiah ini telah dibuka!
TID_STYLE_GUIDE_SETNAME_HOUSE6,Gaya imut
TID_STYLE_GUIDE_SETNAME_HOUSE7,Gaya memancing
TID_STYLE_GUIDE_SETNAME_TRUCK6,Gaya antik
TID_STYLE_GUIDE_SETNAME_TRUCK7,Gaya merah
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,Gaya musim panas
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,Gaya biru
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,Pertanianku perlu bantuan untuk pesanan truk!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM> membantu pesanan truk milikmu!
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,Seseorang membantu pesanan truk!
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,Petani tidak memerlukan bantuan dengan pesanan ini sekarang
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Gabung dengan lingkungan guna mendapatkan bantuan ekstra!
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,Undang <PARAM> bergabung ke lingkunganmu untuk memberikan bantuan ekstra dengan pesanan truk!
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Gabung dengan lingkungan petani ini untuk memberikan bantuan ekstra!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,Gabung dengan lingkungan guna mendapatkan bantuan ekstra!
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,Undang <PARAM> bergabung dengan lingkunganmu untuk memberikan bantuan ekstra dengan pengunjung!
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,Gabung dengan lingkungan petani ini untuk memberikan bantuan ekstra!
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Oke
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Bantuan Ekstra
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Gabung dengan lingkungan untuk mendapatkan bantuan ekstra dengan pengunjung!
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,Oke
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,Bantuan Ekstra
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,Gabung dengan lingkungan untuk mendapatkan bantuan ekstra dengan pesanan truk!
TID_DECO_GNOMEELF,Patung kurcaci peri
TID_DECO_GNOMEFIREFIGHTER,Patung kurcaci pemadam kebakaran
TID_DECO_GNOMEANGLER,Patung kurcaci memancing
TID_DECO_GNOMEFLOWER,Patung kurcaci bunga
TID_DECO_GNOMEMUSICIAN,Patung kurcaci musisi
TID_DECO_GNOMEPAINTER,Patung kurcaci pelukis
TID_DECO_GNOMEPOLICE,Patung kurcaci polisi
TID_DECO_GNOMESKI,Patung kurcaci ski
TID_DECO_SLOPE,Seluncur salju
TID_DECO_ICYFISHPOND,Lubang memancing
TID_DECO_GINGERTRAIN,Kereta kue jahe
TID_DECO_ICESHEEP,Domba es
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,Hadiah pesanan truk dikirimkan ke penolong <PARAM>!
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,Hadiah pesanan truk dikirimkan ke penolong!
TID_SETTINGS_NEW_FACEBOOK,"Untuk menyimpan pertanianmu dan bermain di beberapa perangkat, masuklah ke Facebook."
TID_SETTINGS_NEW_SUPERCELLID,"Untuk menyimpan pertanianmu dan bermain di beberapa perangkat, masuklah ke Supercell ID."
TID_SETTINGS_NEW_GOOGLEPLAY,"Untuk menyimpan pertanianmu dan bermain di beberapa perangkat, masuklah ke Google Play."
TID_SETTINGS_NEW_FB_SCID,"Untuk menyimpan pertanianmu dan bermain di beberapa perangkat, masuklah ke Supercell ID atau Facebook."
TID_SETTINGS_NEW_FB_GP,"Untuk menyimpan pertanianmu dan bermain di beberapa perangkat, masuklah ke Google Play atau Facebook."
TID_SETTINGS_NEW_SCID_GP,"Untuk menyimpan pertanianmu dan bermain di beberapa perangkat, masuklah ke Google Play atau Supercell ID."
TID_SETTINGS_NEW_FB_SCID_GP,"Simpan pertanian dan main di beberapa perangkat dengan masuk ke Google Play, Supercell ID, atau Facebook."
TID_HELP_REQUEST_LIMIT_REACHED,Kamu bisa meminta lebih banyak bantuan besok!
TID_FARM_LIKED_SHORT,Pertanian Disukai!
TID_FARM_ALREADY_LIKED_SHORT,Sudah Disukai.
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,Hadiah pengunjung dikirimkan ke penolong <PARAM>!
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,Hadiah pengunjung dikirimkan ke penolong!
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,Capai level <LEVEL> untuk membuka <ITEM>!
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,Tersedia dalam <TIME>
TID_CUCUMBER,Mentimun
TID_PINEAPPLE,Nanas
TID_EGGPLANT,Terong
TID_BROCCOLI,Brokoli
TID_PINEAPPLE_CAKE,Kue nanas
TID_PRODUCT_EGGPLANT_PARMESAN,Parmesan terong
TID_GRILLED_EGGPLANT,Terong panggang
TID_PINEAPPLE_JUICE,Jus nanas
TID_PRODUCT_BROCCOLISOUP,Sup brokoli
TID_PRODUCT_CUCUMBERSANDWICH,Roti lapis mentimun
TID_PRODUCT_CUCUMBERSMOOTHIE,Smoothie mentimun
TID_PRODUCT_BROCCOLIMAC,Pasta brokoli
TID_FEATURE_POPUP_TIMER,Berakhir dalam: <TIME>
TID_FEATURE_POPUP_PREPARATION_TIMER,Dimulai dalam: <TIME>
TID_FEATURE_POPUP_EVENT_FINISHED,Acara telah berakhir!
TID_DEFAULT_NEIGHBORHOOD_NAME,Lingkunganku
TID_DECO_BEACHTOYS,Mainan di pantai
TID_DECO_SCUBAGEAR,Alat skuba
TID_DECO_BASKETBALLHOOP,Ring basket
TID_DECO_GOALPOST,Tiang gawang
TID_DECO_MAPLEBONSAI,Bonsai maple
TID_DECO_PINEBONSAI,Bonsai pinus
TID_DECO_COLUMNPOT,Pot kolom
TID_DECO_LARGEPOT,Pot besar
TID_DECO_RUSTICPOT,Pot pedesaan
TID_DECO_BIGDRUM,Bedug besar
TID_DECO_GONG,Gong
TID_DECO_PIGSTATUE,Patung babi
TID_DECO_FIREWORKSCART,Gerobak kembang api
TID_DECO_STARRYARCH,Gapura berbintang
TID_DECO_PIANO,Piano
TID_DECO_LOVELYBRIDGE,Jembatan indah
TID_DECO_LOVELYBENCH,Bangku indah
TID_DECO_REDFENCE,Pagar merah
TID_DECO_STARFENCE,Pagar bintang
TID_BARN_OFFER_TITLE,Peningkatan Lumbung Instan!
TID_BARN_OFFER_FLIP_TEXT,Dapatkan <FREE_AFTER_AMOUNT> ruang penyimpanan lebih banyak untuk lumbung sekarang!\n\n<CONTENTS>
TID_BARN_OFFER_FLIP_TEXT2,Lebih murah! Dapatkan peningkatan Lumbung instan sekarang juga!
TID_OFFER_PURCHASABLE_ONCE,Penawaran ini hanya dapat dibeli satu kali.
TID_OFFER_VALUES_TITLE,Senilai:
TID_SILO_OFFER_TITLE,Peningkatan Silo Instan!
TID_SILO_OFFER_FLIP_TEXT,Dapatkan <FREE_AFTER_AMOUNT> ruang penyimpanan lebih banyak untuk silo sekarang!\n\n<CONTENTS>
TID_SILO_OFFER_FLIP_TEXT2,Lebih murah! Dapatkan peningkatan Silo instan sekarang juga!
TID_BOOSTER_OFFER_TITLE,Penawaran Pelaju
TID_BOOSTER_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_BOOSTER_FREE_STORAGE_TEXT,Pelaju ini tidak perlu tempat penyimpanan.
TID_BOOSTER_OFFER_RANDOM_ENTRY,"- <AMOUNT> pelaju acak, masing-masing <STARS> bintang ke atas"
TID_BOOSTER_OFFER_RANDOM5STARS_ENTRY,"- <AMOUNT> pelaju acak, dijamin 5 bintang!"
TID_BUNDLE_OFFER_TITLE,Penawaran Paket
TID_BUNDLE_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_CONTENTS_TITLE,Penawaran ini mencakup:
TID_OFFER_CONTENTS_ENTRY,- <AMOUNT>x <NAME>
TID_OFFER_CONTENTS_BOOSTER_ENTRY,- <AMOUNT>x <NAME> (<STARS> bintang)
TID_PERCENTAGE_OFFERS,<NUMBER>%
TID_MYSTERY_BOX_TYPE_BRONZE,Kotak Reguler
TID_MYSTERY_BOX_TYPE_SILVER,Kotak Besar!
TID_MYSTERY_BOX_TYPE_GOLD,Kotak Amat Besar!
TID_OFFER_ENDING_SOON,Segera berakhir
TID_NEW,Baru
TID_FREE,Gratis
TID_OFFER_BOOSTER_FASTER_PRODUCTION1,"- <AMOUNT>x <NAME>: Mesin Berondong, Oven Pai, dan Mesin Tenun (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION2,"- <AMOUNT>x <NAME>: Mesin Jahit, Oven Kue, dan Pemeras Jus (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION3,"- <AMOUNT>x <NAME>: Mesin Es Krim, Pembuat Selai, dan Dapur Sup (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_PRODUCTION4,"- <AMOUNT>x <NAME>: Pembuat Lilin, Mesin Permen, dan Gerai Salad (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_CROPS1,"- <AMOUNT>x <NAME>: Kedelai, Tebu, dan Indigo (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_CROPS2,"- <AMOUNT>x <NAME>: Labu, Cabai, dan Kapas (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_CROPS3,"- <AMOUNT>x <NAME>: Tomat, Stroberi, dan Kentang (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_CROPS4,"- <AMOUNT>x <NAME>: Bawang bombai, Padi, dan Selada (<STARS> bintang)"
TID_DERBY_TASK_HARVEST_GRAPES_DESCRIPTION,Panen <NUMBER> Ladang Anggur
TID_DERBY_TASK_HARVEST_MINT_DESCRIPTION,Panen <NUMBER> Ladang Mint
TID_DERBY_TASK_HARVEST_EGGPLANT_DESCRIPTION,Panen <NUMBER> Ladang Terung
TID_DERBY_TASK_HARVEST_WATERMELON_DESCRIPTION,Panen <NUMBER> Ladang Semangka
TID_DERBY_TASK_HARVEST_PINEAPPLE_DESCRIPTION,Panen <NUMBER> Ladang Nanas
TID_DERBY_TASK_HARVEST_SUNFLOWER_DESCRIPTION,Panen <NUMBER> Ladang Bunga Matahari
TID_DERBY_TASK_HARVEST_ONION_DESCRIPTION,Panen <NUMBER> Ladang Bawang Bombai
TID_DERBY_TASK_HARVEST_CUCUMBER_DESCRIPTION,Panen <NUMBER> Ladang Mentimun
TID_DERBY_TASK_HARVEST_BELLPEPPER_DESCRIPTION,Panen <NUMBER> Ladang Paprika
TID_DERBY_TASK_HARVEST_TEALEAVES_DESCRIPTION,Panen <NUMBER> Ladang Teh
TID_DERBY_TASK_HARVEST_PEONY_DESCRIPTION,Panen <NUMBER> Ladang Peony
TID_DERBY_TASK_HARVEST_BROCCOLI_DESCRIPTION,Panen <NUMBER> Ladang Brokoli
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,"- <AMOUNT>x <NAME>: Bioskop, Restoran, dan Losmen (<STARS> bintang)"
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,"- <AMOUNT>x <NAME>: Spa, Kafe Pantai, dan Toko Hadiah (<STARS> bintang)"
TID_MAP_GAME_NOT_ENOUGH_MOVEMENT_POINTS,BBM tidak cukup!
TID_MAP_GAME_TASK_DUMP_TITLE,Permintaan pesanan!
TID_MAP_GAME_TASK_DUMP_DESCRIPTION,Bangunan ini perlu <AMOUNT> <NAME>.
TID_MAP_GAME_TASK_DUMP_AVAILABLE_TIME,Kedaluwarsa dalam: <TIME>
TID_MAP_GAME_TASK_DUMP_COOLDOWN_TIME,Permintaan baru: <TIME>
TID_MAPGAME_BLUE_COIN,Token Biru
TID_MAPGAME_RED_COIN,Token Merah
TID_MAPGAME_GREEN_COIN,Token Hijau
TID_MAPGAME_CHICKEN_COIN,Ayam
TID_MAPGAME_BLUE_COIN_DESCRIPTION,Gunakan untuk membeli barang di Lembah.
TID_MAPGAME_RED_COIN_DESCRIPTION,Gunakan untuk membeli barang di Lembah.
TID_MAPGAME_GREEN_COIN_DESCRIPTION,Gunakan untuk membeli barang di Lembah.
TID_MAPGAME_CHICKEN_COIN_DESCRIPTION,Ambil ayam untuk membuka bagian eksklusif toko lembah.
TID_MAPGAME_DAILY_QUEST_EXPIRES_IN,Tugas baru dalam: <TIME>
TID_MAPGAME_DAILY_QUEST_POPUP_TITLE,Tugas Harian
TID_MAPGAME_DAILY_QUEST_POPUP_QUESTS_TITLE,Tugas hari ini
